id,title,code,description,lecture_units,laboratory_units,is_credit,created_at,updated_at
286,Community Health Service Management (Program),MDWY100a,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
287,Community Journalism,JOUR101,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
288,Community Media Management,DVCMELEC120,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
289,Community Organizing and Development,RUDM116,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
290,Comparative Economic Planning,BSESS34,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
291,Comparative Government and Politics,BSESS35,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
292,Comparative Models in Policing,LEAD2,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
293,Comparative Vertebrate Anatomy,BANI50,NULL,3,2,1,7/8/2024 16:27,7/8/2024 16:27
294,Comparative Veterinary Anatomy,VETA55,NULL,2,2,1,7/8/2024 16:27,7/8/2024 16:27
295,Compensation Administration,HRMT70,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
296,Competency  Appraisal II,ABEN197,NULL,1,1,1,7/8/2024 16:27,7/8/2024 16:27
297,Competency  Appraisal III,ABEN198,NULL,1,1,1,7/8/2024 16:27,7/8/2024 16:27
298,Competency I,FTEC198A,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
299,Competency II,FTEC198B,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
300,Competency Appraisal,CA,NULL,6,0,1,7/8/2024 16:27,7/8/2024 16:27
301,Competency Appraisal I,BPSY197,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
302,Competency Appraisal I (HBSE and SWPPS),SWRK197,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
303,Competency Appraisal I: Mathematics,EENG196,NULL,1,1,1,7/8/2024 16:27,7/8/2024 16:27
304,Competency Appraisal II,BPSY198,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
305,Competency Appraisal II (SW Methods),SWRK198,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
306,Competency Appraisal II: Engineering Science and Allied Subjects,EENG197,NULL,1,1,1,7/8/2024 16:27,7/8/2024 16:27
307,Competency Appraisal 3: Electrical Engineering,EENG198,NULL,1,1,1,7/8/2024 16:27,7/8/2024 16:27
308,Comprehensive Family Planning,MDWY105a,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
309,Computer Aided Drafting and Design (CADD),DRAW23,NULL,0,1,1,7/8/2024 16:27,7/8/2024 16:27
310,Computer Applications in AB Engineering,ABEN23,NULL,1,2,1,7/8/2024 16:27,7/8/2024 16:27
311,Computer Architecture and Organization,CPEN125,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
312,Computer Engineering as a Discipline,CPEN50,NULL,1,0,1,7/8/2024 16:27,7/8/2024 16:27
313,Computer Engineering Drafting and Design,CPEN90,NULL,0,1,1,7/8/2024 16:27,7/8/2024 16:27
314,Computer Mediated Communication,ENLS115,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
315,Computer Networks and Security,CPEN105,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
316,Computer Programming I,DCIT22,NULL,1,2,1,7/8/2024 16:27,7/8/2024 16:27
317,Computer Programming II,DCIT23,NULL,1,2,1,7/8/2024 16:27,7/8/2024 16:27
318,Conceptual Framework and Accounting Standards,ACTG23,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
319,Construction Materials and Testing,CENG60,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
320,Construction Methods  and  Project Management,CENG115,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
321,Consumer Behavior,MKTG50,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
322,Consumer Behavior and Market Research,ELECTIVE,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
323,Consumer Education,HECO25,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
324,Contemporary Issues in Exercise and Sports,SESS90,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
325,Contemporary Issues in PE and Sports,BPED25,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
326,"Contemporary, Popular, and Emergent Literature",BSEE37,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
327,Content and Pedagogy for the Mother Tongue,BEED36,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
328,Content and Pedagogy in the Mother Tongue Based Multilingual Education,ECED41,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
329,Cooperative Management,FMGT 106,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
330,Coordinated School Health Program,BPED120,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
331,Corporate and Security Investigation and Report Writing,ISAD30,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
332,Cost Accounting and Control,ACTG22,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
333,Cost Control,BSHM141,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
334,Costing and Pricing,OMGT55,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
335,CpE Competency,CPEN140,NULL,1,0,1,7/8/2024 16:27,7/8/2024 16:27
336,CpE Design Project I,CPEN200a,NULL,0,1,1,7/8/2024 16:27,7/8/2024 16:27
337,CpE Design Project II,CPEN200b,NULL,0,2,1,7/8/2024 16:27,7/8/2024 16:27
338,CpE Laws and Professional Practice,CPEN110,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
339,Crafts Design (Handicraft),HECO32,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
340,"Creative Arts, Music, and Movement in Early Childhood Education",ECED25,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
341,Credit and Collection,FMGT60,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
342,"Crime Prevention, Detection and Control",ISAD40,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
343,Crime Scene Protection and Preservation,ISAD41,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
344,Criminal Law (Book I),CLAW3,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
345,Criminal Law (Book II),CLAW4,NULL,4,0,1,7/8/2024 16:27,7/8/2024 16:27
346,Criminal Procedure and Court Testimony,CLAW6,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
347,Criminological Research I (Research Methods with Applied Statistics),CRIM7,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
348,Criminological Research II (Thesis Writing and Presentation),CRIM8,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
349,Crisis Management and Business Continuity Plan,ISAD38,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
350,Cross Cultural Communication,DVCM85,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
351,Cruise Tourism,TOUR141,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
352,CS Elective II (Introduction to Game Development),COSC106,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
353,CS Elective 3 (Internet of Things),COSC111,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
354,CS Elective I(Computer Graphics and Visual Computing),COSC101,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
355,Culinary Science/ Molecular Gastronomy,FTEC126,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
356,Curriculum and Assessment for Physical Education and Health Education,BPED130,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
357,Curriculum and Pedagogy in Inclusive Education,SNED27,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
358,Curriculum Assessment for PE and Health Education,ELECTIVE,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
359,Customers Relation,OFAD80,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
360,Cytogenetics,BGEN60,NULL,3,2,1,7/8/2024 16:27,7/8/2024 16:27
361,Dalumat ng/sa Filipino,GNED12,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
362,Data and Digital Communications,CPEN80,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
363,Data Journalism,JOUR121,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
364,Data Structures and Algorithm Analysis,CPEN65,NULL,0,2,1,7/8/2024 16:27,7/8/2024 16:27
365,Data Structures and Algorithms,DCIT25,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
366,Descent Work Employment and Transcultural Nursing,NURS21,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
367,Design I/Capstone Project I,ECEN200a,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
368,Design and Analysis of Algorithm,COSC90,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
369,Design and Management of AB Processing Systems,ABEN125,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
370,Development Communication,COMM85,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
371,Development of Individualized Education Plan,SNED33,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
372,Development Policies,RUDM111,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
373,Developmental Biology,GBIO100,NULL,3,2,1,7/8/2024 16:27,7/8/2024 16:27
374,Developmental Genetics,BGEN75,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
375,Developmental Psychology,BPSY65,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
376,Developmental Zoology,BANI55,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
377,Diagnose and Overhaul Diesel Engine,AUTO95,NULL,2,3,1,7/8/2024 16:27,7/8/2024 16:27
378,Diesel Engine and Injection System,AUTO60,NULL,2,3,1,7/8/2024 16:27,7/8/2024 16:27
379,Differential and Integral Calculus,MATH11,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
380,Differential Calculus,MATH7a,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
381,Differential Equations,MATH13,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
382,Differential Equations I,BSAM100,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
383,Digital Electronics,INDT22,NULL,1,1,1,7/8/2024 16:27,7/8/2024 16:27
384,Digital Electronics I (Logic Circuits and Design),CpEN75,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
385,Digital Electronics II (Microprocessor and Microcontroller Systems),CpEN110,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
386,Digital Logic Design,COSC60,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
387,Digital Signal Processing,CPEN135,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
388,Diplomatic and Consular Practices,BAPS110,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
389,Direct Marketing,MKTG 103,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
390,Disaster Nursing (RLE),NURS23,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
391,Disaster Risk Reduction and Management,DMGT126,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
392,Discrete Mathematics,BSAM85,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
393,Discrete Structure,COSC50,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
394,Discrete Structures II,COSC55,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
395,Dispute Resolution and Crises/Incidents Mgmt.,CRIM6,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
396,Distribution Management,MKTG 102,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
397,Distribution System and Substation Design,EENG105,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
398,Driving,AUTO115,NULL,1,2,1,7/8/2024 16:27,7/8/2024 16:27
399,"Drug Education, Consumer Health Education and Healthy Eating",BPED145,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
400,Dulaang Filipino,BSEF39,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
401,Dynamics of Rigid Bodies,ENGS22a,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
402,Early Childhood Care,MDWY29a,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
403,Early Childhood Education Curriculum Models,ECED34,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
404,Early Childhood Inclusive Education,SNED32,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
405,Early Learning Environment,ECED37,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
406,Earth Science,BSES34,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
407,ECE Elective I,ECEN101,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
408,ECE Laws and Ethics,ECEN65,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
409,E-Commerce and Internet Marketing,MKTG 101,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
410,Econometrics,ECON80A,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
411,Econometrics lab,ECON80B,NULL,0,1,1,7/8/2024 16:27,7/8/2024 16:27
412,Economic Botany,BBOT60,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
413,Economic Development,ECON21,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
414,Economic Research,ECON90,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
415,Ecosystem Structure and Dynamics,ENSC2,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
416,Editorial Management,JOUR130,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
417,Educational Assessment of Students with Additional Needs,SNED25,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
418,Edukasyon Pantahanan at Pankabuhayan with Entrep,BEED30,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
419,Edukasyong Pantahanan at Pangkabuhayan,BEED29,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
420,EE Design Project I/Thesis I,EENG200a,NULL,0,1,1,7/8/2024 16:27,7/8/2024 16:27
421,EE Design Project II/Thesis II,EENG200b,NULL,0,1,1,7/8/2024 16:27,7/8/2024 16:27
422,EE Elective I,EENG101,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
423,EE Elective II,EENG106,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
424,"EE Laws, Codes and Professional Ethics",EENG60,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
425,ELEC I,DVCMELEC1,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
426,ELEC II,DVCMELEC2,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
427,ELEC 4,DVCMELEC4,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
428,ELEC 5,DVCMELEC5,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
429,ELEC 6,DVCMELEC6,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
430,ELEC 7,DVCMELEC7,NULL,3,0,1,7/8/2024 16:27,11/25/2024 11:15
431,ELEC 8,DVCMELEC8,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
432,ELEC Design Project I,ELEC200a,NULL,0,1,1,7/8/2024 16:27,7/8/2024 16:27
433,ELEC Design Project II,ELEC200b,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
434,Elective (Foreign Language),ELAN21,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
435,Elective Course II,CPEN106,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
436,Elective Course III,CPEN111,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
437,Elective Course I,CPEN101,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
438,Electrical Apparatus and Devices,EENG85,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
439,Electrical Circuits I,EENG50,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
440,Electrical Circuits II,EENG60,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
441,Electrical Engineering as a Discipline (non-credit),EENG50,NULL,1,0,1,7/8/2024 16:27,7/8/2024 16:27
442,Electrical Equipments (single/three phase),ELEC80,NULL,2,3,1,7/8/2024 16:27,7/8/2024 16:27
443,Electrical Machines I,EENG75,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
444,Electrical Machines II,EENG80,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
445,Electrical Principles I,ELEC50,NULL,2,3,1,7/8/2024 16:27,7/8/2024 16:27
446,Electrical Standards and Practices,EENG70,NULL,0,1,1,7/8/2024 16:27,7/8/2024 16:27
447,Electrical System and Illumination Engineering Design,EENG90,NULL,3,2,1,7/8/2024 16:27,7/8/2024 16:27
448,Electricity and Magnetism,BSES31,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
449,Electromagnetics,DCEE27,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
450,Electronics I (Electronic Devices and Circuits),ECEN60,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
451,Electronics II (Electronics Ckt Analysis and Des.),ECEN70,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
452,Electronics 3 (Electronic System and Design),ECEN85,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
453,Electronics Communication I,ELEX60,NULL,2,3,1,7/8/2024 16:27,7/8/2024 16:27
454,Electronics Communication II,ELEX70,NULL,2,3,1,7/8/2024 16:27,7/8/2024 16:27
455,Electronics Design and Fabrication,ELEX55,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
456,Electronics Engine Management Control  System,AUTO85,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
458,"Electronics, Devices, Instruments and Circuit",ELEX50,NULL,2,3,1,7/8/2024 16:27,7/8/2024 16:27
459,Elementary Electrical Engineering,EENG23,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
460,Elementary French,ELAN1A,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
461,Elementary Korean,ALAN1A,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
462,Elementary Nippongo,ALAN2A,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
463,Elementary Spanish,ELAN2A,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
464,Elementary Statistics and Probability,BSEM26,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
465,ELEX Design Project I,ELEX200a,NULL,0,1,1,7/8/2024 16:27,7/8/2024 16:27
466,ELEX Design Project II,ELEX200b,NULL,0,2,1,7/8/2024 16:27,7/8/2024 16:27
467,ELT Approaches and Methods,ENLS116,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
468,Embedded Systems,CPEN120,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
469,Emergencies Preparedness,BPED125,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
470,Emergency Planning and Disaster Management,ISAD31,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
471,Emerging Technologies in CpE,CPEN130,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
472,Engine Overhauling and Performance Testing,AUTO55,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
473,Engineering Data Analysis,MATH14,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
474,Engineering Drawing and Plans,DRAW22,NULL,0,1,1,7/8/2024 16:27,7/8/2024 16:27
475,Engineering Economics,ENGS30,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
476,Engineering Economy,ENSC30,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
477,Engineering Management,ENGS32a,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
478,Engineering Mechanics I,ENSC21,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
479,Engineering Mechanics II,ENSC22,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
480,Engineering Utilities  (Mechanical),EENG22,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
481,Engineering Utilities I (Electrical),EENG21,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
482,English Discourse,ENLS100,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
483,English for Specific Purposes,BSEE111,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
484,English Language Curriculum Development,ENLS118,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
485,English Phonology and Morphology,ENLS65,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
486,English Syntax,ENLS90,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
487,Entrepreneurship in Tourism and Hospitality,BSHM90,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
488,Enterprise Development Project I,AEAP199a,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
489,Enterprise Development Project II,AEAP199b,NULL,12,0,1,7/8/2024 16:27,7/8/2024 16:27
490,Enterprise Resource Planning,OMGT 102,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
491,Entomology,BANI70,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
492,Entrepreneurial Behavior and Competencies,OFAD115A,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
493,Entrepreneurship,TECO29,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
494,Entrepreneurship and Innovation,DMGT101,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
495,Environmental Economics,ELEC121,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
496,"Environmental Ethics, Policies and Laws",ENSC55,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
497,Environmental Health and Biosafety,VEPH65,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
498,Environmental Health and Safety,ENSC85,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
499,Environmental Impact Assessment,ENSC120,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
500,Environmental Laws and Protection with Disaster Risk Mitigation,CDIN10,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
501,Environmental Management System,OMGT80,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
502,Environmental Microbiology,ENSC5,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
503,Environmental Modelling and Simulation,ENSC125,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
504,Environmental Planning,ENSC115,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
505,Environmental Research Writing,ENSC90,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
506,Environmental Science,BSES36,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
507,Environmental Sciences and Engineering,ENSC32b,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
508,Environmental Statistics,ENSC4,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
509,Environmental Sustainability in the Food Industry,FTEC115,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
510,Environmental Technology,BECL90,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
511,Environmental Toxicology,BECL95,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
512,Epidemiology,BMED80,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
514,Equine Production and Health Management,ZOTC80,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
515,Ergogenics and Healthy Eating in Exercise and Sports,FASC145,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
516,Ergonomics I,IENG95,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
517,Ergonomics II,IENG110,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
518,Ergonomics and Facilities Planning for the Hospitality Industry,BSHM27,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
519,Estruktura ng Wikang Filipino,BSEF24,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
520,Ethics,GNED02,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
521,Ethnobotany,BBOT55,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
522,European Language I,ELAN21,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
523,European Language II,ELAN22,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
524,Events Management,OFAD85,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
525,Evidence,CLAW5,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
526,Evolutionary Biology,GBIO105,NULL,3,2,1,7/8/2024 16:27,7/8/2024 16:27
527,Executive Protection Management,ISAD29,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
528,Exercise Prescription  and Programing,FASM135,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
529,Exercise Prescription and Programming,FASC115,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
530,Experimental Design,STAT12,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
531,Experimental Psychology,BPSY95,NULL,3,2,1,7/8/2024 16:27,7/8/2024 16:27
532,Experimental Statistics,MATH4,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
533,Facilitating Learner-Centered Teaching,EDUC70,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
534,Facilities Management,OMGT75,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
535,Family and Consumers Life Skills,TECO22,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
536,"Family, School, and Community Relationship",ECED40,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
537,Feature Writing,JOUR75,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
538,Feedback and Control Systems,DCEE24,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
539,Field Instruction I,SWRK140,500 hours,15,0,1,7/8/2024 16:27,7/8/2024 16:27
540,Field Instruction II,SWRK140,500 hours,15,0,1,7/8/2024 16:27,7/8/2024 16:27
541,Field Methods in Psychology,BPSY75,NULL,3,2,1,7/8/2024 16:27,7/8/2024 16:27
542,Field Study I - Observations of Teaching -Learning in Actual School Environment,EDFS21,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
543,Field Study II - Participation and Teaching Assistantship,EDFS22,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
544,Fields of Social Work,SWRK60,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
545,Filipino Political Thoughts,BAPS95,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
546,Filipino Psychology,BPSY70,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
547,Financial Accounting,ACTG101,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
548,Financial Accounting and Reporting,ACTG21,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
549,Financial Analysis and Reporting,FMGT75,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
550,Financial Controllership,FMGT 102,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
551,Financial Economics,ECON75,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
552,Financial Management,FINN22,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
553,Financial Markets,FINN21,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
554,Fire Protection and Arson Investigation,CDIN6,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
555,First Aid and Water Survival,FITT7,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
556,Fish Science and Technology,FTEC121,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
